,movie_id,title,budget,keywords,original_language,popularity,production_companies,release_date,revenue,runtime,vote_average,vote_count,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,roi
570,6171,Dreamcatcher,68000000,{'religion and supernatural'},en,26.792794,"{'WV Films II', 'Kasdan Pictures', 'NPV Entertainment', 'Castle Rock Entertainment', 'Village Roadshow Pictures'}",2003-03-21,75715436,136.0,5.3,567,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0.11346229411764706
571,72976,Lincoln,65000000,"{'conflagration', 'american civil war', 'secession', 'usa president', 'presidential cabinet', 'based on true events', 'speech', 'family conflict', 'mourning', 'abraham lincoln', 'battlefield', 'gettysburg address', 'emancipation', 'battle of gettysburg', 'ethical dilemma', 'cultural conflict'}",en,36.307296,"{'Twentieth Century Fox Film Corporation', 'Participant Media', 'Amblin Entertainment', 'Dune Entertainment', 'The Kennedy/Marshall Company', 'DreamWorks', 'Reliance Entertainment'}",2012-11-09,275293450,149.0,6.7,1429,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.235283846153846
572,603,The Matrix,63000000,"{'artificial intelligence', 'cyberpunk', 'self sacrifice', 'woman director', 'dystopia', 'gnosticism', 'fight', 'martial arts', 'insurgence', 'saving the world', 'truth', 'virtual reality', 'man vs machine', 'prophecy', 'messiah', 'philosophy'}",en,104.309993,"{'Groucho II Film Partnership', 'Warner Bros.', 'Silver Pictures', 'Village Roadshow Pictures'}",1999-03-30,463517383,136.0,7.9,8907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.357418777777778
573,568,Apollo 13,52000000,"{'astronaut', 'disaster', 'houston', 'race against time', 'explosion', 'survival', 'cape kennedy', 'space', 'lunar mission', 'nasa', 'spacecraft accident', 'courage', 'hypothermia', 'imax', 'saturn v rocket', 'spaceman', 'florida', 'based on true story', 'rescue', 'moon', 'apollo program'}",en,68.140214,"{'Imagine Entertainment', 'Universal Pictures'}",1995-06-30,355237933,140.0,7.3,1599,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.831498711538462
574,9021,The Santa Clause 2,65000000,"{'christmas', 'christmas party', 'son', 'saving christmas', 'magic', 'santa claus', 'toy', 'wish', 'home', 'sequel', 'holiday'}",en,14.646884,"{'Boxing Cat Films', 'Walt Disney Pictures', 'Outlaw Productions'}",2002-10-31,172855065,104.0,5.5,297,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.6593086923076923
575,82695,Les Misérables,61000000,"{'parole', 'mayor', 'star', 'france', 'brothel', 'robbery', 'army', 'convict', 'girl disguised as boy', 'wedding', 'arrest', 'falling in love', 'corpse', 'rebellion', 'musical'}",en,48.356214,"{'CAMERON MACKINTOSH', 'Universal Pictures', 'Relativity Media', 'Working Title Films'}",2012-12-18,441809770,157.0,7.1,1884,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,6.242783114754098
576,9489,You've Got Mail,65000000,"{'woman director', 'romantic comedy', 'online dating'}",en,28.540267,{'Warner Bros.'},1998-12-17,250821495,119.0,6.3,838,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.8587922307692306
577,12133,Step Brothers,65000000,"{'autonomy', 'slacker', 'becoming an adult', 'hostility', 'aftercreditsstinger', 'childhood trauma', 'duringcreditsstinger', 'man child', 'step brother'}",en,22.977983,"{'Apatow Productions', 'Gary Sanchez Productions', 'Columbia Pictures', 'Mosaic Media Group', 'Relativity Media'}",2008-07-25,128107642,98.0,6.5,1062,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9708868
578,9342,The Mask of Zorro,95000000,"{'sword fight', 'california', 'hero', 'spy', 'revenge', 'horseback riding'}",en,31.086791,"{'Amblin Entertainment', 'TriStar Pictures'}",1998-07-16,250288523,136.0,6.3,1183,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6346160315789473
579,41733,Due Date,65000000,"{'sunglasses', 'slacker', 'highway', 'rest stop', 'wallet', 'hitchhiker', 'waffle', 'vicodin'}",en,43.865294,"{'Warner Bros.', 'Green Hat Films', 'Legendary Pictures'}",2010-11-04,211780824,95.0,6.2,1685,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2581665230769232
580,227306,Unbroken,65000000,"{'woman director', 'sport', 'athlete', 'war', 'biography', 'olympic athlete', 'world war ii', 'prisoners of war'}",en,43.055253,"{'Jolie Pas', '3 Arts Entertainment', 'Legendary Pictures'}",2014-12-25,163442937,137.0,7.3,1400,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.5145067230769231
581,5551,Space Cowboys,65000000,"{'astronaut', 'nasa', 'space travel', 'elderly'}",en,15.772081,"{'Warner Bros.', 'Clipsal Films', 'Malpaso Productions', 'Digital Image Associates', 'Mad Chance', 'Village Roadshow Pictures'}",2000-07-31,128884132,130.0,6.3,403,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9828328
582,9350,Cliffhanger,70000000,"{'rocky mountains', 'airplane', 'mountain', 'mountain climbing', 'money', 'heist', 'hijacking', 'suitcase', 'snow', 'climbing'}",en,26.19909,"{'Carolco Pictures', 'Cliffhanger Productions', 'Canal+', 'TriStar Pictures', 'RCS Video', 'Pioneer'}",1993-05-28,255000211,112.0,6.1,588,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.642860157142857
583,9208,Broken Arrow,50000000,"{'mexican standoff', 'military', 'nuclear device', 'captain', 'explosion', 'helicopter', 'pilot', 'humvee', 'train', 'river', 'boxing', 'park ranger', 'canyon', 'stealth aircraft', 'betrayal', 'fistfight', 'gunfight', 'desert', 'underground', 'countdown', 'major', 'abandoned mine'}",en,22.769108,"{'Mark Gordon Productions', 'WCG Entertainment Productions', 'Twentieth Century Fox Film Corporation'}",1996-02-09,150270147,108.0,5.7,453,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.00540294
584,4244,The Kid,65000000,"{'suppressed past', 'childhood memory', 'changing the past or future', 'midlife crisis', 'self-awareness', 'humor', 'age difference'}",en,18.281798,{'Walt Disney Pictures'},2000-07-07,69700000,104.0,6.0,238,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.07230769230769231
585,1852,World Trade Center,63000000,"{'trapped', 'terror', 'firemen', 'alarm clock', 'hero', 'war on terror', 'marine', 'rescue', 'runaway', 'rescue team', 'hospital', 'rubble', 'fire engine'}",en,24.697533,"{'Kernos Filmproduktionsgesellschaft & Company', 'Double Feature Films', 'Intermedia Films', 'Paramount Pictures'}",2006-08-09,162945894,128.0,5.9,447,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1.5864427619047619
586,76493,The Dictator,65000000,{'kurdish'},en,31.349143,{'Paramount Pictures'},2012-05-15,179379533,83.0,5.9,1743,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.759685123076923
587,345,Eyes Wide Shut,65000000,"{'heterosexual', 'life and death', 'christmas party', 'eroticism', 'orgy', 'free love', 'masked ball', 'marijuana', 'illegal prostitution', 'sexual obsession'}",en,27.870312,"{'Stanley Kubrick Productions', 'Warner Bros.', 'Pole Star', 'Hobby Films'}",1999-07-14,162091208,159.0,7.1,1234,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1.4937108923076923
588,196867,Annie,65000000,"{'orphan', 'foster child', 'musical'}",en,33.439187,"{'Overbrook Entertainment', 'Olive Bridge Entertainment', 'Sony Pictures Entertainment (SPE)', 'Columbia Pictures', 'Marcy Media'}",2014-12-19,133821816,119.0,6.0,466,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0587971692307692
589,256591,Focus,50100000,"{'femme fatale', 'seduction', 'rivalry', 'deception', 'con man', 'con artist'}",en,59.63402900000001,"{'Kramer & Sigman Films', 'RatPac-Dune Entertainment', 'Zaftig Films'}",2015-02-25,153962963,105.0,6.7,2542,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0731130339321355
590,59962,This Means War,65000000,"{'dog shelter', 'exploding airplane', 'love triangle', 'stable', 'friendship', 'dating', 'karate class', 'sushi bar', 'online dating'}",en,38.994297,"{'Dune Entertainment', 'Robert Simonds Productions', 'Overbrook Films'}",2012-02-14,156974557,103.0,5.9,1389,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.4149931846153847
591,36648,Blade: Trinity,65000000,"{'martial arts master', 'katana sword', 'fbi', 'fast motion scene', 'vampire hunter', 'super villain', 'superhero', 'fistfight', 'loss of friend', 'vampire slayer', 'female vampire', 'blade', 'motorcycle', 'dracula', 'based on comic book'}",en,49.660055,"{'Marvel Enterprises', 'Imaginary Forces', 'New Line Cinema', 'Shawn Danielle Productions Ltd.', 'Peter Frankfurt Productions', 'Amen Ra Films'}",2004-12-08,128905366,123.0,5.7,1252,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0.9831594769230769
592,71679,Resident Evil: Retribution,65000000,"{'mega corporation', 'pandemic', 'conspiracy', 'dystopia', 'based on video game', 'plague', 'mutant', 'virus', 'zombie', 'tokyo japan', 'moscow', 'hand to hand combat', 'sequel'}",en,6.227675,{'Davis-Films'},2012-09-12,240159255,95.0,5.6,1600,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2.6947577692307694
593,10483,Death Race,45000000,"{'violence', 'prison guard', 'dystopia', 'escape from prison', 'vehicle combat', 'car set on fire', 'car race', 'car crash', 'exploding building', 'matter of life and death'}",en,42.57877,"{'Universal Pictures', 'Cruise/Wagner Productions', 'Scion Films', 'H2S2 Filmproduktionsgesellschaft', 'Impact Pictures', 'Relativity Media'}",2008-08-22,73762516,105.0,6.0,1175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.6391670222222222
594,11412,The Long Kiss Goodnight,65000000,"{'ex cia agent', 'teacher', 'amnesia', 'escape', 'dark comedy', 'single mother', 'candlelight vigil', 'rogue agent', 'street shootout', 'hostage', 'christmas parade', 'assassination', 'chase', 'timebomb'}",en,15.858629,"{'New Line Cinema', 'Forge', 'The Steve Tisch Company'}",1996-10-11,89456761,120.0,6.5,314,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.3762578615384615
595,6795,Zathura: A Space Adventure,65000000,"{'adventure', 'outer space', 'alien', 'astronaut', 'house', 'giant robot'}",en,15.194239,"{'Teitler Film', 'Columbia Pictures Corporation', 'Michael De Luca Productions', 'Radar Pictures'}",2005-11-06,64321501,101.0,6.1,779,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,-0.010438446153846153
596,550,Fight Club,63000000,"{'violence', 'dystopia', 'dual identity', 'support group', 'insomnia', 'nihilism', 'rage and hate'}",en,146.75739099999996,"{'Fox 2000 Pictures', 'Taurus Film', 'Regency Enterprises', 'Atman Entertainment', 'Knickerbocker Films', 'Linson Films'}",1999-10-15,100853753,139.0,8.3,9413,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6008532222222223
597,9292,Hudson Hawk,65000000,"{'leonardo da vinci', 'painting', 'vatican', 'master thief'}",en,16.803457,"{'TriStar Pictures', 'Silver Pictures'}",1991-05-23,17218080,100.0,5.4,269,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7351064615384615
598,100241,"I, Frankenstein",65000000,"{'prince', 'supernatural', '3d', 'imax', 'dark', 'queen', 'good vs evil', 'anti hero', 'gargoyles', 'soul', 'fighting', 'demon', 'fantasy', 'frankenstein'}",en,31.324734000000007,"{'Lakeshore Entertainment', 'Lionsgate', 'Sidney Kimmel Entertainment', 'Hopscotch Films'}",2014-01-22,71154592,92.0,5.0,687,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.09468603076923077
599,257,Oliver Twist,50000000,"{'violence', 'street gang', ""children's home"", 'child', 'thief', 'good and bad', 'child labour', 'orphanage', 'child abuse', 'london england', 'runaway'}",en,20.415572,"{'R.P. Productions', 'Runteam III Ltd.', 'ETIC Films'}",2005-09-23,42093706,130.0,6.7,274,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.15812588
600,9947,Elektra,43000000,"{'female assassin', 'martial arts', 'spin off', 'based on comic book'}",en,28.613892,"{'Marvel Enterprises', 'Horseshoe Bay Productions', 'Twentieth Century Fox Film Corporation', 'Epsilon Motion Pictures', 'Regency Enterprises', 'SAI Productions', 'New Regency Pictures', 'Elektra Productions'}",2005-01-13,56681566,97.0,4.8,575,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3181759534883721
601,189,Sin City: A Dame to Kill For,65000000,"{'twins', 'dominatrix', 'detective', 'dystopia', 'neo-noir', '3d', 'based on graphic novel', 'murder', 'suspense', 'dark horse comics'}",en,85.428395,"{'Troublemaker Studios', 'Solipsist Film', 'Residaco', 'Aldamisa Entertainment', 'AR Films', 'Miramax Films', 'Demarest Films'}",2014-08-20,39407616,102.0,6.3,1286,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.39372898461538464
602,253412,Everest,55000000,"{'mountains', 'mountain climbing', 'mount everest', '3d', 'based on true events', 'snow', 'death', 'blizzard', 'climbing', 'hiking', 'snow storm'}",en,60.24697800000001,"{'Universal Pictures', 'Working Title Films', 'Free State Pictures', 'RVK Studios', 'Cross Creek Pictures', 'Walden Media'}",2015-09-10,203427584,121.0,6.7,1772,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6986833454545454
603,1427,Perfume: The Story of a Murderer,50000000,"{'supernatural', 'fish market', 'child prodigy', 'small town', 'lone wolf', 'bad smell', 'lavender', 'orgy', 'nose', 'female nudity', ""children's home"", 'daughter', 'genius', 'prostitute', 'death', 'nudity', 'paris', 'obsession', 'perfume'}",en,42.551902,"{'Castelao Producciones', 'Rising Star', 'Davis-Films', 'Constantin Film Produktion', 'Nouvelles Éditions de Films (NEF)', 'VIP Medienfonds 4', 'Ikiru Films'}",2006-09-13,132180323,147.0,7.1,1165,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.64360646
604,818,Austin Powers in Goldmember,63000000,"{'brother brother relationship', 'dutch', 'sumo ringer', 'auto', 'james bond spoof', 'conciliation', 'saving the world', 'clowning', 'asteroid', 'helicopter', 'belgium', 'nightclub', 'clone', 'spy', 'laser', 'duringcreditsstinger', 'family history', 'overweight man', 'car journey', 'undercover', 'gold', 'submachine gun', 'submarine'}",en,40.137264,"{""Eric's Boy"", 'Moving Pictures', 'New Line Cinema', 'Gratitude International', 'Team Todd'}",2002-07-26,296655431,94.0,5.9,979,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.708816365079365
605,16577,Astro Boy,65000000,{'superhero'},en,24.857079,"{'The Weinstein Company', 'Tezuka Production Company Ltd.', 'Summit Entertainment', 'Imagi Animation Studios'}",2009-10-15,44091067,94.0,6.1,409,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.32167589230769233
606,329,Jurassic Park,63000000,"{'tyrannosaurus rex', 'exotic island', 'dinosaur', 'jurassic park', 'amusement park', 'paleontology', 'triceratops', 'island', 'theme park', 'brontosaurus', 'dna', 'electric fence'}",en,40.413191,"{'Amblin Entertainment', 'Universal Pictures'}",1993-06-11,920100000,127.0,7.6,4856,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13.604761904761904
607,9331,Clear and Present Danger,62000000,"{'war', 'mission of murder', 'assassination', 'helicopter', 'violence', 'based on novel', 'fbi', 'mercenary', 'insurgence', 'cia', 'coast guard', 'spy', 'drug cartel', 'bomber', 'ambush', 'usa president', 'spying', 'infantry', 'drug traffic', 'conspiracy', 'shootout', 'car bomb', 'colombia', 'jack ryan', 'political cover-up', 'sniper'}",en,18.832471,"{'Mace Neufeld Productions', 'Paramount Pictures'}",1994-08-03,215887717,141.0,6.4,386,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.482059951612903
608,9072,Little Man,64000000,"{'criminal', 'small person', 'married couple', 'adoption', 'baby'}",en,12.421504,"{'Revolution Studios', 'Wayans Bros. Entertainment'}",2006-08-31,101595121,98.0,5.3,261,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.587423765625
609,3536,U-571,62000000,"{'submarine', 'world war ii', 'north atlantic', 'mission'}",en,18.096884,"{'Dino De Laurentiis Company', 'Canal Plus', 'Universal Pictures'}",2000-04-20,127666415,116.0,6.1,340,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0591357258064515
610,12177,The Love Guru,62000000,"{'ice hockey', 'bollywood', 'ashram', 'guru', 'expert', 'sport', 'broken heart', 'chastity', 'spiritualist', 'self-help', 'comedy', 'stanley cup', 'india'}",en,13.218008,"{'Goldcrest Pictures', 'Internationale Filmproduktion', 'Paramount Pictures'}",2008-06-20,41819064,87.0,4.3,242,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.3254989677419355
611,273248,The Hateful Eight,44000000,"{'mountains', 'wyoming', 'bounty hunter', 'hangman', 'stagecoach', 'blizzard', 'narration', 'post civil war'}",en,68.717016,"{'Double Feature Films', 'The Weinstein Company', 'FilmColony'}",2015-12-25,155760117,167.0,7.6,4274,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2.5400026590909093
612,50359,Hop,63000000,"{'slacker', 'aftercreditsstinger', 'easter bunny', ""coup d'etat"", 'live action and animation', 'easter'}",en,16.791058,"{'Universal Pictures', 'Illumination Entertainment'}",2011-03-30,183953723,95.0,5.5,331,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.9199003650793651
613,1271,300,65000000,"{'s.a.t.', 'javelin', 'evisceration', 'shield', 'army', 'minions', 'ancient world', 'fall from height'}",en,65.197968,"{'Cruel and Unusual Films', 'Virtual Studios', 'Warner Bros.', 'Nimar Studios', 'Hollywood Gang Productions', 'Legendary Pictures', 'Atmosphere Entertainment MM'}",2006-12-09,422610419,117.0,7.0,4997,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.501698753846154
614,693,Meet the Fockers,80000000,"{'parents-in-law', 'sex therapy', 'illegitimate son', 'orderly', 'bad father-in-law', 'just married', 'cia', 'florida', 'anti-authoritarian upbringing', 'parents kids relationship', 'jew', 'family'}",en,32.829538,"{'Everyman Pictures', 'Tribeca Productions', 'DreamWorks SKG', 'Universal Pictures'}",2004-12-22,516642939,115.0,6.1,1373,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.4580367375
615,14306,Marley & Me,60000000,"{'journalist', 'based on novel', 'animal lead', 'duringcreditsstinger', 'dog', 'puppy', 'columnist'}",en,30.951203000000003,"{'Dune Entertainment III', 'Sunswept Entertainment'}",2008-12-25,244082376,115.0,6.9,1343,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0680396
616,497,The Green Mile,60000000,"{'death row', 'based on novel', 'southern usa', 'prison guard', '1930s', 'electric chair', 'black people', 'healing', 'mentally disabled', 'great depression', 'death row inmate', 'magic realism', 'heal', 'jail guard'}",en,103.698022,"{'Castle Rock Entertainment', 'Darkwoods Productions', 'Warner Bros.'}",1999-12-10,284600000,189.0,8.2,4048,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.743333333333333
617,9982,Chicken Little,150000000,"{'space marine', 'fish', 'animal', 'alien invasion', 'alien', '3d', 'chicken', 'duringcreditsstinger', 'small town', 'best friend'}",en,47.973995,"{'Walt Disney Feature Animation', 'Walt Disney Pictures'}",2005-11-04,314432665,81.0,5.6,944,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0962177666666666
618,210577,Gone Girl,61000000,"{'based on novel', 'wife murder', 'murder suspect', 'disappearance', 'search party', 'missing wife', 'missing person', 'marriage crisis', 'criminal lawyer', 'cheating husband'}",en,143.041543,"{'TSG Entertainment', 'Twentieth Century Fox Film Corporation', 'Pacific Standard', 'Regency Enterprises', 'New Regency Pictures', 'Artemple - Hollywood'}",2014-10-01,369330363,145.0,7.9,5862,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,5.054596114754099
619,2501,The Bourne Identity,60000000,"{'fishing boat', 'surveillance camera', 'langley virginia', 'mission of murder', 'multiple identities', 'based on novel', 'assassin', 'safe deposit box', 'foot chase', 'lovers', 'barcelona spain', 'amnesia', 'escape', 'passport', 'flashback', 'shootout', 'secret identity', 'paris', 'cell phone', 'car chase', 'hand to hand combat', 'hamburg germany', 'sniper'}",en,86.47681700000003,"{'Hypnotic', 'Universal Pictures', 'Kennedy/Marshall Company, The', 'Stillking Films', 'Kalima Productions GmbH & Co. KG'}",2002-06-14,214034224,119.0,7.3,3583,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2.567237066666667
620,710,GoldenEye,58000000,"{'special car', 'st. petersburg russia', 'cuba', 'red army', 'secret base', 'secret identity', 'cossack', 'time bomb', 'satellite', 'electromagnetic pulse', 'computer virus', 'secret intelligence service', 'ejection seat', 'falsely accused', 'kgb'}",en,59.824565,"{'United Artists', 'Eon Productions'}",1995-11-16,352194034,130.0,6.6,1174,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.072310931034483
621,37165,The Truman Show,60000000,"{'hidden camera', 'reality show', 'dystopia', 'make believe', 'pretend', 'claustrophobia'}",en,56.488027,"{'Scott Rudin Productions', 'Paramount Pictures'}",1998-06-04,264118201,103.0,7.8,4537,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4019700166666667
622,9837,The Prince of Egypt,70000000,"{'woman director', 'pyramid', 'governance', 'kingdom', 'exodus', 'egypt', 'pharaoh', 'hebrew', 'moses', 'ancient egypt'}",en,29.464852,"{'DreamWorks Animation', 'DreamWorks SKG'}",1998-12-15,218613188,99.0,6.8,817,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2.1230455428571426
623,10708,Daddy Day Care,60000000,"{'unemployment', 'competition', 'kindergarten', 'children', 'success'}",en,18.106021,"{'Revolution Studios', 'Columbia Pictures', 'Davis Entertainment'}",2003-05-03,164433867,92.0,5.6,506,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.74056445
624,136400,2 Guns,61000000,"{'dea agent', 'undercover', 'money', 'fugitive', 'undercover agent', 'bank robbery', 'based on comic book'}",en,42.881415,"{'Marc Platt Productions', 'Emmett/Furla Films', 'Envision Entertainment Corporation', 'Universal Studios'}",2013-08-02,131940411,109.0,6.6,1589,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1629575573770492
625,10992,Cats & Dogs,60000000,"{'governance', 'allergy', 'fight', '3d', 'puppy'}",en,18.735024,"{'Zide-Perry Productions', 'NPV Entertainment', 'Warner Bros.', 'BenderSpink', 'Mad Chance', 'Village Roadshow Pictures'}",2001-07-04,93375151,87.0,5.0,352,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5562525166666666
626,9654,The Italian Job,60000000,"{'convict', 'train station', 'father daughter relationship', 'explosion', 'double crossed', 'chase', 'television repair', 'revenge', 'helicopter', 'los angeles', 'heist', 'murder', 'austria', 'hollywood sign', 'mountains', 'california', 'caper', 'hacker', 'subway', 'fast cars', 'remake', 'tv news', 'safe', 'mini cooper', 'gold', 'boat chase', 'car chase', 'venice'}",en,62.766854,"{'De Line Pictures', 'Working Title Films'}",2003-05-30,176070171,110.0,6.6,1919,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93450285
627,2642,Two Weeks Notice,60000000,"{'lawyer', 'new york', 'parish hall', 'environmental law', 'romantic comedy', 'billionaire'}",en,24.153567,"{'Castle Rock Entertainment', 'Fortis Films', 'NPV Entertainment', 'Village Roadshow Pictures'}",2002-12-19,93354918,101.0,5.9,487,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5559153
628,8916,Antz,60000000,"{'ant', 'general', 'assignment', 'friend', 'war', 'individuality', 'hero', 'work', 'princess', 'worker', 'soldier'}",en,41.51570200000001,"{'Pacific Data Images (PDI)', 'DreamWorks Animation', 'DreamWorks SKG'}",1998-10-02,171757863,83.0,6.0,1272,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.86263105
629,19899,Couples Retreat,70000000,"{'french polynesia', 'tropical', 'island', 'beautiful woman', 'aftercreditsstinger', 'yoga', 'married couple', 'couples therapy', 'duringcreditsstinger', 'polynésie française', 'tahiti'}",en,26.676487,"{'Wild West Picture Show Productions', 'Relativity Media', 'Universal Pictures', 'Stuber Productions'}",2009-09-19,171844840,113.0,5.3,588,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.4549262857142857
630,2119,Days of Thunder,60000000,"{'daytona', 'car crash', 'stock-car-race'}",en,16.278022,"{'Don Simpson/Jerry Bruckheimer Films', 'Paramount Pictures'}",1990-06-27,157920733,107.0,5.9,353,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6320122166666666
631,9641,Cheaper by the Dozen 2,60000000,"{'lake', 'rivalry', 'labor pain', 'family holiday', 'big family', 'father', 'holiday'}",en,18.831023,"{'21 Laps Entertainment', 'Dozen Canada Productions', 'Twentieth Century Fox Film Corporation'}",2005-12-21,129181830,94.0,5.7,526,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1530305
632,294254,Maze Runner: The Scorch Trials,61000000,"{'dystopia', 'on the run', 'sewer', 'resistance', 'antidote', 'disease', 'immunity', 'based on novel', 'corporation', 'virus', 'infection', 'runner', 'escape', 'city ruin', 'zombie', 'desert', 'storm', 'post-apocalyptic', 'maze'}",en,113.161483,"{'Temple Hill Entertainment', 'TSG Entertainment', 'Gotham Group'}",2015-09-09,311256926,132.0,6.4,3040,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.102572557377049
633,38167,Eat Pray Love,60000000,"{'indonesia', 'female protagonist', 'divorce', 'india', 'bali'}",en,28.800112,"{'Plan B Entertainment', 'Red Om Films', 'Columbia Pictures'}",2010-08-12,204594016,133.0,5.8,636,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4099002666666665
634,39514,RED,58000000,"{'retirement', 'female spy', 'retired', 'cia', 'sniper rifle', 'shot to death', 'alarm'}",en,41.430245,"{'DC Entertainment', 'Di Bonaventura Pictures', 'DC Comics', 'Summit Entertainment'}",2010-10-13,71664962,111.0,6.6,2808,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.23560279310344828
635,9563,Any Given Sunday,55000000,"{'sport', 'training', 'trainer', 'american football coach', 'american football stadium', 'american football'}",en,23.127561,"{'Warner Bros.', 'Ixtlan', ""Donners' Company""}",1999-12-16,100230832,163.0,6.8,422,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8223787636363636
