movie_id,title,budget,keywords,original_language,popularity,production_companies,release_date,revenue,runtime,vote_average,vote_count,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
686,Contact,90000000,"{'extraterrestrial technology', 'radio telescope', 'spirituality', 'based on novel', 'wormhole', 'mechanical engineering', 'observatory', 'scientist', 'ham radio', 'sabotage', 'alien contact', 'prime number', 'star', 'radio wave', 'new mexico', 'fanatic', 'religion', 'eccentric man', 'nasa'}",en,55.249433999999994,"{'South Side Amusement Company', 'Warner Bros.'}",1997-07-11,171120329,150.0,7.2,1308,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
9383,Hollow Man,95000000,"{'invisible man', 'human experimentation', 'scientist', 'killing', 'science experiment'}",en,28.200874,"{'Global Entertainment Productions GmbH & Company Medien KG', 'Columbia Pictures Corporation'}",2000-08-04,190213455,112.0,5.6,634,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
179,The Interpreter,80000000,"{'assassination', 'witness to murder', 'new york', 'murder', 'united nations', 'fbi agent', 'africa', 'destruction of a civilization', 'dictator', 'revenge', 'resistance', 'resistance fighter'}",en,18.69984,"{'Misher Films', 'Mirage Enterprises', 'Universal Pictures', 'Motion Picture JOTA Produktions', 'Working Title Films', 'StudioCanal'}",2005-04-08,162944923,128.0,6.2,392,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
76285,Percy Jackson: Sea of Monsters,90000000,"{'olympus', 'demigod', 'based on young adult novel', 'golden fleece', 'poseidon', '3d', 'kronos', 'overthrow olympus', 'hermes', 'poison'}",en,40.262260999999995,"{'Dune Entertainment III', '1492 Pictures', 'Sunswept Entertainment', 'Dune Entertainment', 'TSG Entertainment', 'Fox 2000 Pictures'}",2013-08-07,174578751,106.0,5.9,1648,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1996,Lara Croft Tomb Raider: The Cradle of Life,95000000,"{'based on video game', 'hong kong', 'riddle', 'alexander the great', ""pandora's box"", 'archeology\xa0', 'medallion', 'kenia', 'treasure', 'archaeologist', 'treasure hunt', 'chinese mafia'}",en,56.81105600000001,"{'Eidos Interactive', 'Lawrence Gordon Productions', 'British Broadcasting Corporation (BBC)', 'Mutual Film Company', 'October Pictures', 'Toho-Towa', 'Paramount Pictures'}",2003-07-21,156505388,117.0,5.5,1418,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
291805,Now You See Me 2,90000000,"{'magic', 'secret society', 'london england', 'china', 'sequel', 'heist', 'vigilante', 'revenge', 'on the run', 'magician', 'macau china'}",en,51.535701,"{'Summit Entertainment', 'TIK Films', 'Lionsgate', 'K/O Paper Products'}",2016-06-02,334901337,129.0,6.7,3235,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
10003,The Saint,68000000,"{'russia', 'master thief', 'the saint', 'berlin', 'gas'}",en,20.913852,"{'Rysher Entertainment', 'Mace Neufeld Productions', 'Paramount Pictures'}",1997-04-03,118063304,116.0,5.9,302,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
1535,Spy Game,92000000,"{'spy', 'china', 'cold war', 'cia'}",en,27.166757,"{'Universal Pictures', 'Kalima Productions GmbH & Co. KG', 'Metropolitan Filmexport', 'Red Wagon Productions', 'Beacon Communications', 'Toho-Towa'}",2001-11-18,143049560,126.0,6.8,579,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2067,Mission to Mars,90000000,"{'spacecraft', 'trapped in space', 'space travel', 'dismemberment', 'mars', 'alien', 'alien contact', 'astronaut', 'long take', 'outer space'}",en,16.058284,"{'Red Horizon Productions', 'Spyglass Entertainment', 'The Jacobson Company', 'Touchstone Pictures'}",2000-03-10,60874615,114.0,5.7,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
46195,Rio,90000000,"{'bird', 'duringcreditsstinger', 'animal', 'samba', 'brazil', 'rio 1', 'pet', 'río 1', 'musical', 'canary'}",en,46.200041999999996,"{'Blue Sky Studios', 'Twentieth Century Fox Animation'}",2011-04-03,484635760,96.0,6.5,2166,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2277,Bicentennial Man,100000000,"{'robot', 'android', 'futuristic', 'hologram', 'freedom'}",en,24.939295,"{'Laurence Mark Productions', '1492 Pictures', 'Radiant Productions', 'Touchstone Pictures', 'Columbia Pictures Corporation'}",1999-12-17,93700000,131.0,6.9,963,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4477,The Devil's Own,90000000,"{'terrorist', 'new york', 'northern ireland', 'anonymity'}",en,15.350451000000001,{'Columbia Pictures'},1997-03-12,140807547,107.0,5.9,290,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8665,K-19: The Widowmaker,100000000,"{'submarine', 'soviet union', 'core melt', 'nuclear', 'north atlantic', 'woman director'}",en,15.625948999999999,"{'Palomar Pictures (II)', 'First Light Production', 'New Regency Pictures', 'Intermedia Films', 'National Geographic Society', 'Paramount Pictures'}",2002-07-19,35168966,138.0,6.1,264,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
921,Cinderella Man,88000000,"{'heavy weight', 'folk hero', 'biography', ""family's daily life"", 'socially deprived family', 'transporter', 'boxing match', 'sport', 'comeback', 'training', 'daughter', 'defeat', 'netherlands', 'world cup', 'boxer'}",en,24.100863,"{'Miramax Films', 'Universal Pictures', 'Imagine Entertainment', 'Touchstone Pictures', 'Parkway Pictures (I)'}",2005-06-02,108539911,144.0,7.3,616,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
664,Twister,92000000,"{'wife husband relationship', 'oklahoma', 'metereologist', 'barn', 'truck', 'aunt niece relationship', 'cow', 'natural disaster', 'tornado', 'divorce', 'invention', 'storm chaser', 'disaster', 'twister', 'climate'}",en,32.079995000000004,"{'Constant c Productions', 'Universal Pictures', 'Amblin Entertainment', 'Warner Bros.'}",1996-05-10,494471524,113.0,6.1,950,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8358,Cast Away,90000000,"{'suicide attempt', 'volleyball', 'tropical island', 'loneliness', 'airplane crash', 'survival skills', 'exotic island', 'deserted island'}",en,57.739713,"{'Twentieth Century Fox Film Corporation', 'ImageMovers', 'Playtone', 'DreamWorks SKG'}",2000-12-22,429632142,143.0,7.5,3218,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9836,Happy Feet,100000000,"{'ocean', 'crush', 'antarctica', 'singing', 'anthropomorphism', 'fish', 'tap dancing', 'love', 'duringcreditsstinger', 'penguin', 'snow', 'family', 'zoo'}",en,37.272385,"{'Animal Logic', 'Kennedy Miller Productions'}",2006-11-16,384335608,108.0,5.9,1410,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2502,The Bourne Supremacy,75000000,"{'suspense', 'hand to hand combat', 'lie', 'berlin', 'foot chase', 'assassin', 'sniper', 'car chase', 'based on novel', 'one against many', 'amnesia', 'dark past', 'though guy', 'moscow', 'violence', 'on the run', 'espionage', 'sequel', 'rail car', 'shootout', 'exploding house'}",en,53.213931,"{'The Kennedy/Marshall Company', 'Hypnotic', 'Ludlum Entertainment', 'Universal Pictures', 'Motion Picture THETA Produktionsgesellschaft'}",2004-07-23,288500217,108.0,7.2,2825,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9772,Air Force One,85000000,"{'corruption', 'prison', 'secret service', 'journalist', 'american president', 'air force one', 'political prisoner', 'airplane hijack', 'hostage', 'negotiation', 'hand to hand combat', 'hostage-taking', 'ultimatum', 'aerial combat', 'gunfight', 'fighter plane', 'conspiracy', 'white house'}",en,36.38795,"{'Beacon Communications', 'Columbia Pictures Corporation', 'Radiant Productions'}",1997-07-25,315156409,124.0,6.2,840,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
161,Ocean's Eleven,85000000,"{'male', 'card dealer', 'prison', 'pickpocket', 'las vegas', 'explosives expert', 'atlantic city', 'salt lake city utah', 'strip club', 'cockney accent', 'con artist', 'black and white scene'}",en,60.929352,"{'NPV Entertainment', 'Jerry Weintraub Productions', 'Village Roadshow Pictures', 'WV Films II', 'Warner Bros.', 'Section Eight'}",2001-12-07,450717150,116.0,7.2,3783,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
52451,The Three Musketeers,75000000,"{'musketeer', '3d', 'historical fiction', '17th century', 'number in title'}",en,36.605246,"{'Constantin Film Produktion', 'New Legacy', 'Impact Pictures', 'Nouvelles Éditions de Films (NEF)', 'Studio Babelsberg'}",2011-08-31,132274484,110.0,5.6,924,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
76492,Hotel Transylvania,85000000,"{'invisible man', 'skeleton', '\xa0nosferatu', 'mummy', 'magic', 'frankenstein', 'backpacker', 'zombie', 'duringcreditsstinger', 'protective father', 'fang vamp', 'witch', 'vampire', 'dracula', 'wolfman'}",en,56.257411,"{'Sony Pictures Animation', 'Columbia Pictures'}",2012-09-20,358375603,91.0,6.8,2566,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
4523,Enchanted,85000000,"{'evil witch', 'queen', 'part animation', 'princess', 'fantasy world', 'portal', 'fairy tale', 'musical', 'animation', 'poison'}",en,29.21998,"{'Andalasia Productions', 'Josephson Entertainment', 'Right Coast Productions', 'Walt Disney Pictures'}",2007-11-20,340487652,107.0,6.6,1449,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
59961,Safe House,85000000,"{'rogue agent', 'safe house', 'cape town south africa', 'violence', 'cia', 'soccer stadium'}",en,34.773106,"{'Universal Pictures', 'Bluegrass Films', 'Dentsu', 'Relativity Media'}",2012-02-09,208076205,115.0,6.3,1345,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10481,102 Dalmatians,85000000,"{'release from prison', 'prison', ""women's prison"", 'dog', 'london england', 'society for the prevention of cruelty to animals', 'pelz', 'puppy', 'dalmatian'}",en,9.895061,"{'Cruella Productions', 'Walt Disney Pictures'}",2000-10-07,183611771,100.0,5.1,313,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
59108,Tower Heist,75000000,"{'lobby', 'skyscraper', 'planning', 'female agent', 'deceit', 'apartment', 'fbi agent', 'caper comedy', 'heist movie', 'thanksgiving', 'high rise', 'recruiting', 'billionaire', 'safecracker', 'empty safe', 'ponzi scheme', 'parade'}",en,36.743324,"{'Rat Entertainment', 'Universal Pictures', 'Relativity Media', 'Image Entertainment'}",2011-11-02,152930623,104.0,5.8,932,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1581,The Holiday,85000000,"{'multiple storylines', 'country house', 'romantic comedy', 'holiday', 'london england', 'los angeles', 'surrey', 'christmas', 'christmas party', 'film making', 'woman director', 'room exchange'}",en,44.967453000000006,"{'Waverly Films', 'Universal Pictures', 'Columbia Pictures', 'Relativity Media'}",2006-12-08,194168700,136.0,6.7,1225,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9798,Enemy of the State,90000000,"{'corruption', 'suspense', 'mystery', 'crime', 'satellite', 'secret hideout', 'mafia', 'conspiracy', 'politics', 'wiretap', 'blackmail', 'washington d.c.', 'lawyer', 'helicopter', 'privacy', 'intelligence', 'mexican standoff', 'national security agency (nsa)', 'surveillance', 'falsely accused', 'identity', 'exploding building', 'baltimore maryland'}",en,41.207568,"{'Scott Free Productions', 'Jerry Bruckheimer Films', 'No Such Productions', 'Touchstone Pictures'}",1998-11-20,250649836,132.0,6.7,1240,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
22897,It's Complicated,85000000,"{'ex husband', 'graduation', 'woman director'}",en,16.479851,"{'Scott Rudin Productions', 'Universal Pictures', 'Waverly Films', 'Relativity Media', 'Dentsu'}",2009-12-23,219103655,121.0,6.2,360,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
298,Ocean's Thirteen,85000000,"{'las vegas', 'heist', 'labor strike', 'revenge', 'casino', 'pretending to be rich', 'thief'}",en,42.069993,"{'Warner Bros.', 'Section Eight', 'Jerry Weintraub Productions', 'Village Roadshow Pictures'}",2007-06-07,311312624,122.0,6.5,1999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7484,Open Season,85000000,"{'mountains', 'hunt', 'chase', 'bunny', 'hunter', 'garage', 'forest', 'bear', 'grizzly bear', 'deer'}",en,26.61951,{'Sony Pictures Animation'},2006-09-29,197309027,83.0,6.1,656,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
157350,Divergent,85000000,"{'divergent', 'based on young adult novel', 'based on novel', 'dystopic future', 'dystopia', 'caste system', 'youth'}",en,80.316463,"{'Summit Entertainment', 'Red Wagon Entertainment'}",2014-03-14,288747895,139.0,6.9,4663,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
853,Enemy at the Gates,68000000,"{'winter', 'sniper', 'stalingrad', 'world war ii'}",en,41.273567,"{'DOS', 'KC Medien', 'Reperage', 'MP Film Management', 'Mandalay Pictures', 'Swanford Films', 'Little Bird', 'Paramount Pictures'}",2001-03-13,96976270,131.0,7.2,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10159,The Rundown,85000000,"{'fight', 'amazon', 'bounty hunter', 'bounty', 'jungle', 'hunter', 'treasure hunt'}",en,24.107835,"{'Strike Entertainment', 'Misher Films', 'Universal Pictures', 'Columbia Pictures', 'WWE Studios', 'IM3 Entertainment'}",2003-09-26,80916492,104.0,6.4,514,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9593,Last Action Hero,85000000,"{'movie in movie', 'magical object', 'magic', 'projectionist', ""child's point of view"", 'cartoon cat', 'self-referential', 'spoof', 'ticket'}",en,32.044191,"{'Columbia Pictures Corporation', 'Oak Productions'}",1993-06-18,137298489,130.0,6.1,712,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1904,Memoirs of a Geisha,85000000,"{'prostitute', 'japan', 'geisha', 'brothel', 'world war ii', 'sister sister relationship'}",en,16.595874,"{'Red Wagon Productions', 'Spyglass Entertainment', 'Columbia Pictures Corporation', 'DreamWorks SKG'}",2005-12-06,162242962,145.0,7.3,652,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
9615,The Fast and the Furious: Tokyo Drift,85000000,"{'car race', 'automobile racing', 'car', 'car garage', 'auto-tuning', 'car mechanic', 'car journey', 'drifting', 'auto'}",en,8.282876,{'Universal Pictures'},2006-06-03,158468292,104.0,6.1,1705,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
297,Meet Joe Black,90000000,"{'teenage crush', 'doctor', 'fate', 'life and death', 'religion and supernatural', 'millionaire', 'love at first sight', 'fireworks', 'broken engagement'}",en,36.069611,"{'City Light Films', 'Universal Pictures'}",1998-11-12,142940100,178.0,6.9,1147,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
9884,Collateral Damage,85000000,"{'firemen', 'explosion', 'bomb attack', 'fbi', 'terrorist', 'revenge', 'car explosion', 'colombia'}",en,18.827753,"{'David Foster Productions', 'Bel Air Entertainment', 'Warner Bros.', 'Hacienda Productions'}",2002-02-06,78382433,108.0,5.5,427,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
62764,Mirror Mirror,85000000,"{'snow kingdom', 'half naked man', 'evil queen', 'villainess', 'woman fights man', 'cockroach', 'returning money', 'duringcreditsstinger', 'evil plot', 'good vs evil', 'black magic', 'pendant', 'insecurity', 'financial problem', 'fairy tale', 'snow white', 'enchantress', 'mirror', 'gala', 'attempted murder'}",en,48.126296999999994,"{'Goldmann Pictures', 'Misher Films', 'Misha Films', 'Relativity Media', 'Yucaipa Films', 'Rat Entertainment'}",2012-03-15,183018522,106.0,5.5,1114,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
22538,Scott Pilgrim vs. the World,60000000,"{'whipping', ""character's point of view camera shot"", 'animated flashback', 'aftercreditsstinger', 'girl fight', 'underage girlfriend', 'vegan', 'hipster', 'unconsciousness'}",en,38.885195,"{'Universal Pictures', 'Marc Platt Productions'}",2010-07-27,47664559,112.0,7.2,2126,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9341,The Core,60000000,"{'disaster film', 'magnetic field', 'center of the earth'}",en,29.211254999999998,"{'David Foster Productions', 'Horsepower Films', 'Core Productions', 'Paramount Pictures', 'Munich Film Partners New Century & Company (MFP) Core Productions', 'LivePlanet'}",2003-03-28,74208267,136.0,5.4,516,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
12107,Nutty Professor II: The Klumps,84000000,"{'research laboratory', 'duringcreditsstinger', 'alter ego', 'dean', 'mad scientist', 'family'}",en,17.783361,"{'Universal Pictures', 'Imagine Entertainment'}",2000-07-27,123307945,106.0,4.7,332,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
9637,Scooby-Doo,84000000,"{'amateur detective', 'crime solving', 'voodoo', 'resort'}",en,31.435539000000002,"{'Mosaic Media Group', 'Atlas Entertainment', 'Warner Bros.'}",2002-06-14,275650703,88.0,5.4,820,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
49049,Dredd,50000000,"{'executive case', 'corruption', 'dystopic future', 'gunfight', 'dredd', 'criminal', 'metropolis', 'psychic', 'police', 'usa', 'dark humor', 'post-apocalyptic', 'survival', 'crime fighter', 'justice', '2000 ad', 'futuristic', 'violence', 'based on graphic novel', 'extreme violence', 'drug lord', 'judge', 'gore', 'dystopia', 'rookie', 'expert marksman', 'based on comic book', 'gangster', 'law'}",en,57.67393199999999,"{'DNA Films', 'Reliance BIG Entertainment', 'Rena Film', 'Peach Trees', 'IM Global'}",2012-09-07,41037742,95.0,6.6,1940,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9339,Click,82500000,"{'heart attack', 'dying and death', 'second chance', 'dog', 'fatherhood', 'remote control', 'liposuction', 'regret', 'children', 'hospital', 'obese', 'time travel', 'wedding', 'architect', 'workaholic', 'alternate reality'}",en,41.176631,"{'Original Film', 'Columbia Pictures Corporation', 'Revolution Studios', 'Happy Madison Productions'}",2006-06-22,237681299,107.0,6.0,2104,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
8247,Jumper,85000000,"{'fight', 'teleportation', 'enemy', 'based on novel', 'loss of child', 'chase', 'leap in time', 'adolescence', 'supernatural powers', 'motherly love'}",en,21.218000000000004,"{'Hypnotic', 'New Regency Pictures', 'Dune Entertainment'}",2008-02-10,222231186,88.0,5.9,1799,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
11253,Hellboy II: The Golden Army,85000000,"{'superhero', 'remorse', 'self exile', 'vanishing figure', 'cut arm', 'resignation', 'spear', 'northern ireland', 'violence', 'super villain', 'arm ripped off', 'father son conflict', 'auction', 'split screen', 'rebellion', 'superhero team'}",en,58.57976,"{'Mid Atlantic Films', 'Universal Pictures', 'Lawrence Gordon Productions', 'Relativity Media', 'Dark Horse Entertainment', 'Internationale Filmproduktion Eagle'}",2008-07-11,160388063,120.0,6.5,1527,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1949,Zodiac,65000000,"{'code', 'victim of murder', 'newspaper', 'mass murder', 'murder', 'journalist', 'embassy', 'california', 'threat to death', 'planned murder', 'police', 'killing', 'serial killer', 'reporter', 'san francisco', 'victim'}",en,51.970905,"{'Phoenix Pictures', 'Warner Bros.', 'Paramount Pictures'}",2007-03-02,84785914,157.0,7.3,2023,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
8452,The 6th Day,82000000,"{'murder', 'future', 'dystopic future', 'clone', 'cloning', 'sci-fi thriller', 'laser gun', 'implanted memory'}",en,18.447479,{'Phoenix Pictures'},2000-11-17,96085477,123.0,5.7,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
310,Bruce Almighty,80000000,"{'street gang', 'christianity', 'lovesickness', 'responsability', 'faith', 'journalism', 'prayer', 'god', 'car crash', 'moses', 'new love', 'moon'}",en,109.68478799999998,"{'Universal Pictures', 'Spyglass Entertainment', 'Pit Bull Productions', 'Shady Acres Entertainment'}",2003-05-23,484572835,101.0,6.4,3012,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27578,The Expendables,80000000,"{'sniper', 'island', 'martial arts', 'bridge', 'church', 'duringcreditsstinger', 'drug', 'mercenary', 'ensemble cast', 'blade', 'tattoo', 'escape', 'rescue'}",en,77.58066099999999,{'Millennium Films'},2010-08-03,274470394,103.0,6.0,2926,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
954,Mission: Impossible,80000000,"{'paris', 'mission', 'agent', 'spy', 'secret base', 'undercover', 'embassy', 'based on tv series', 'espionage', 'secret agent', 'secret identity', 'london england', 'terrorist', 'prague', 'tgv', 'cia', 'computer', 'headquarter', 'arms deal', 'secret mission'}",en,75.290998,"{'Cruise/Wagner Productions', 'Paramount Pictures'}",1996-05-22,457696359,110.0,6.7,2631,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
70160,The Hunger Games,75000000,"{'knife fight', 'mine explosion', 'based on young adult novel', 'blindness', 'game', 'knife throwing', 'female protagonist', 'dystopia', 'hallucination', 'archery', 'sponsor', 'chariot', 'fictional tv show', 'roasted pig', 'glamour', 'bow and arrow'}",en,68.550698,"{'Lionsgate', 'Color Force'}",2012-03-12,691210692,142.0,6.9,9455,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
45243,The Hangover Part II,80000000,"{'duringcreditsstinger', 'sun glasses', 'hangover', 'interpol', 'undercover cop'}",en,58.040149,"{'Legendary Pictures', 'Living Films', 'Warner Bros.', 'Green Hat Films'}",2011-05-25,254455986,102.0,6.2,3739,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,Batman Returns,80000000,"{'crime fighter', 'corruption', 'gotham city', 'christmas tree', 'superhero', 'christmas holiday', 'double life', 'holiday', 'hallucination', 'violence', 'evil circus', 'super villain', 'vigilante', 'dark hero', 'fictional city', 'bird cage', 'dc comics', 'super powers', 'deformed'}",en,59.113174,"{'PolyGram Filmed Entertainment', 'Warner Bros.'}",1992-06-19,280000000,126.0,6.6,1673,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7518,Over the Hedge,80000000,"{'suburbian idyll', 'garden', 'skunk', 'garbage', 'vororte', 'entrapment', 'hiding in a garbage container', 'racoon', 'squirrel', 'eating and drinking', 'forest', 'animal', 'turtle', 'grizzly bear'}",en,36.32705,"{'Pacific Data Images (PDI)', 'DreamWorks Animation'}",2006-04-22,343397247,83.0,6.3,1074,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11544,Lilo & Stitch,80000000,"{'extraterrestrial technology', 'adoption', 'mutation', 'hawaii', 'dog', 'alien life-form', 'alien phenomenons', 'sister sister relationship', 'dead parents', 'animation'}",en,55.659988,"{'Walt Disney Feature Animation', 'Walt Disney Pictures'}",2002-06-21,145771527,85.0,7.1,1314,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9986,Charlotte's Web,85000000,"{'survival', 'spider', 'friends', 'barn', 'family', 'spring', 'talking pig', 'uncle', 'grass', 'hero', 'friendship', 'desk', 'talking animal', 'raincoat', 'egg', 'rescue', 'pig'}",en,14.132582999999999,"{'Kerner Entertainment Company', 'Paramount Pictures'}",2006-12-15,144000000,97.0,5.8,288,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
8656,Deep Impact,75000000,"{'metereologist', 'comet', 'astronomer', 'astronaut', 'natural disaster', 'space mission', 'usa president', 'disaster movie', 'tsunami', 'woman director', 'nasa'}",en,34.070054,"{'Manhattan Project', 'Zanuck/Brown Productions', 'Paramount Pictures', 'DreamWorks SKG'}",1998-05-08,140464664,120.0,5.9,855,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
9291,The Longest Yard,82000000,"{'prisoner', 'blackmail', 'prison', 'sport', 'american football', 'supervisor'}",en,26.065735,"{'MTV Films', 'Callahan Filmworks', 'Happy Madison Productions', 'Columbia Pictures Corporation', 'Paramount Pictures'}",2005-05-19,190320568,113.0,6.2,785,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
55301,Alvin and the Chipmunks: Chipwrecked,75000000,"{'chipmunk', 'cruise ship', 'sequel', 'overboard'}",en,23.473004,{'Fox 2000 Pictures'},2011-12-14,342695435,87.0,5.4,484,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
11665,Get Smart,80000000,"{'spy', 'airplane', 'based on tv series', 'terrorist', 'traitor', 'violin', 'legs', 'dancing'}",en,23.496054,"{'Mosaic Media Group', 'Mad Chance', 'Village Roadshow Pictures', 'Callahan Filmworks', 'Atlas Entertainment', ""Mel's Cite du Cinema"", 'WV Films IV', 'Warner Bros.'}",2008-06-19,230685453,110.0,6.0,1051,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6964,Something's Gotta Give,80000000,"{'age difference', 'woman director', 'ladykiller'}",en,16.939441,"{'Warner Bros.', 'Columbia Pictures Corporation', 'Waverly Films'}",2003-12-12,266728738,128.0,6.3,410,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
11324,Shutter Island,80000000,"{'hurricane', 'island', 'based on novel', 'conspiracy theory', 'u.s. marshal', '1950s', 'investigation', 'psychiatric hospital'}",en,81.91469599999999,"{'Phoenix Pictures', 'Sikelia Productions', 'Paramount Pictures', 'Appian Way'}",2010-02-18,294804195,138.0,7.8,6336,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
12193,Four Christmases,80000000,"{'dysfunctional family', 'romantic comedy', 'holiday', 'christmas'}",en,19.500892999999998,"{'Wild West Picture Show Productions', 'Spyglass Entertainment', 'Ott Medien', 'Type A Films', 'New Line Cinema'}",2008-11-26,163733697,88.0,5.3,331,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
9928,Robots,75000000,"{'dishonesty', 'robot', 'business man', 'inventor'}",en,29.558157,"{'Blue Sky Studios', 'Twentieth Century Fox Animation'}",2005-03-10,260696994,91.0,6.0,1333,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
754,Face/Off,80000000,"{'explosion', 'hospital', 'hostility', 'deception', 'rage and hate', 'undercover', 'bullet ballet', 'boat chase', 'revenge', 'golden gun', 'arch villain', 'fistfight', 'fbi agent', 'extreme violence', 'mexican standoff', 'flashback', 'face transplant', 'tragedy', 'criminal gang', 'los angeles', 'shootout', 'biological weapon', 'prison escape'}",en,46.075037,"{'Permut Presentations', 'Douglas/Reuther Productions', 'Krane Entertainment', 'Touchstone Pictures', 'WCG Entertainment Productions', 'Paramount Pictures'}",1997-06-27,245676146,138.0,6.8,1583,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
